id_voto,id_proyecto,proyecto,dependencia,comuna_id,comuna,perfil_territorial,canal,dispositivo,latencia_ms,estado,timestamp_voto
V-0005701,PP-633,Aulas digitales,Educacion,12,La America,centro_sur,punto_fisico,terminal,1096,VALIDO,2026-04-15T11:37:44
V-0005520,PP-205,Huertas urbanas,Medio Ambiente,3,Manrique,ladera_norte,punto_fisico,terminal,1516,VALIDO,2026-04-15T15:03:44
V-0007219,PP-318,Ciclorutas seguras,Movilidad,8,Villa Hermosa,ladera_oriente,kiosko,terminal,2107,VALIDO,2026-04-15T12:22:11
V-0002607,PP-422,Escuelas deportivas,INDER,16,Belen,sur,web,desktop,430,VALIDO,2026-04-15T10:22:55
V-0003265,PP-318,Ciclorutas seguras,Movilidad,1,Popular,ladera_norte,movil,android,355,VALIDO,2026-04-15T11:53:28
V-0005683,PP-101,Bibliotecas barriales,Cultura,80,San Antonio de Prado,rural,punto_fisico,terminal,1433,VALIDO,2026-04-15T16:01:08
V-0004991,PP-101,Bibliotecas barriales,Cultura,11,Laureles-Estadio,centro_sur,movil,ios,298,VALIDO,2026-04-15T12:01:57
V-0000007,PP-205,Huertas urbanas,Medio Ambiente,4,Aranjuez,valle,web,desktop,765,VALIDO,2026-04-15T13:43:45
V-0002981,PP-205,Huertas urbanas,Medio Ambiente,11,Laureles-Estadio,centro_sur,kiosko,terminal,1983,VALIDO,2026-04-15T14:21:54
V-0003362,PP-704,Mejoramiento de parques,Infraestructura,2,Santa Cruz,ladera_norte,movil,android,612,VALIDO,2026-04-15T15:51:48
V-0001944,PP-101,Bibliotecas barriales,Cultura,14,El Poblado,sur,punto_fisico,terminal,3790,VALIDO,2026-04-15T09:25:11
V-0004582,PP-318,Ciclorutas seguras,Movilidad,12,La America,centro_sur,web,desktop,130,VALIDO,2026-04-15T10:10:14
V-0006926,PP-422,Escuelas deportivas,INDER,7,Robledo,ladera_noroccidente,movil,android,470,VALIDO,2026-04-15T10:21:54
V-0007266,PP-704,Mejoramiento de parques,Infraestructura,12,La America,centro_sur,web,desktop,482,VALIDO,2026-04-15T14:07:13
V-0005776,PP-318,Ciclorutas seguras,Movilidad,15,Guayabal,sur,movil,android,531,VALIDO,2026-04-15T10:30:56
V-0004811,PP-101,Bibliotecas barriales,Cultura,13,San Javier,ladera_occidente,web,desktop,387,VALIDO,2026-04-15T15:22:23
V-0006922,PP-704,Mejoramiento de parques,Infraestructura,5,Castilla,valle,web,desktop,200,VALIDO,2026-04-15T15:59:27
V-0003135,PP-101,Bibliotecas barriales,Cultura,9,Buenos Aires,ladera_oriente,kiosko,terminal,1544,VALIDO,2026-04-15T12:30:48
V-0004775,PP-318,Ciclorutas seguras,Movilidad,8,Villa Hermosa,ladera_oriente,kiosko,terminal,1797,VALIDO,2026-04-15T14:46:53
V-0002243,PP-422,Escuelas deportivas,INDER,2,Santa Cruz,ladera_norte,web,tablet,589,VALIDO,2026-04-15T11:42:18
V-0001475,PP-205,Huertas urbanas,Medio Ambiente,15,Guayabal,sur,kiosko,terminal,1492,VALIDO,2026-04-15T15:11:00
V-0007297,PP-205,Huertas urbanas,Medio Ambiente,9,Buenos Aires,ladera_oriente,movil,android,353,VALIDO,2026-04-15T13:32:25
V-0001890,PP-101,Bibliotecas barriales,Cultura,60,San Cristobal,rural,web,desktop,232,VALIDO,2026-04-15T12:34:39
V-0003436,PP-318,Ciclorutas seguras,Movilidad,3,Manrique,ladera_norte,movil,android,605,VALIDO,2026-04-15T09:05:17
V-0007380,PP-633,Aulas digitales,Educacion,90,Santa Elena,rural,movil,android,450,VALIDO,2026-04-15T13:08:37
V-0003706,PP-101,Bibliotecas barriales,Cultura,14,El Poblado,sur,movil,android,543,VALIDO,2026-04-15T13:53:26
V-0002022,PP-633,Aulas digitales,Educacion,11,Laureles-Estadio,centro_sur,kiosko,terminal,1463,VALIDO,2026-04-15T12:19:36
V-0004021,PP-318,Ciclorutas seguras,Movilidad,13,San Javier,ladera_occidente,punto_fisico,terminal,1276,VALIDO,2026-04-15T12:59:25
V-0005919,PP-101,Bibliotecas barriales,Cultura,50,San Sebastian de Palmitas,rural,movil,android,192,VALIDO,2026-04-15T10:14:30
V-0005358,PP-101,Bibliotecas barriales,Cultura,13,San Javier,ladera_occidente,web,desktop,194,VALIDO,2026-04-15T09:29:35
V-0005788,PP-422,Escuelas deportivas,INDER,13,San Javier,ladera_occidente,movil,android,768,VALIDO,2026-04-15T12:07:11
V-0002659,PP-318,Ciclorutas seguras,Movilidad,14,El Poblado,sur,movil,android,533,VALIDO,2026-04-15T14:56:30
V-0001131,PP-318,Ciclorutas seguras,Movilidad,6,Doce de Octubre,ladera_noroccidente,punto_fisico,terminal,1250,VALIDO,2026-04-15T09:55:06
V-0006418,PP-422,Escuelas deportivas,INDER,14,El Poblado,sur,web,tablet,392,VALIDO,2026-04-15T15:07:57
V-0006812,PP-205,Huertas urbanas,Medio Ambiente,1,Popular,ladera_norte,web,desktop,568,VALIDO,2026-04-15T09:32:00
V-0004605,PP-205,Huertas urbanas,Medio Ambiente,9,Buenos Aires,ladera_oriente,movil,ios,540,VALIDO,2026-04-15T14:50:51
V-0007190,PP-318,Ciclorutas seguras,Movilidad,14,El Poblado,sur,web,desktop,589,VALIDO,2026-04-15T16:30:44
V-0004145,PP-101,Bibliotecas barriales,Cultura,9,Buenos Aires,ladera_oriente,punto_fisico,terminal,1194,VALIDO,2026-04-15T16:05:15
V-0001237,PP-633,Aulas digitales,Educacion,15,Guayabal,sur,web,desktop,3785,VALIDO,2026-04-15T11:34:21
V-0007289,PP-422,Escuelas deportivas,INDER,7,Robledo,ladera_noroccidente,kiosko,terminal,1133,VALIDO,2026-04-15T14:51:58
V-0006761,PP-101,Bibliotecas barriales,Cultura,8,Villa Hermosa,ladera_oriente,web,tablet,424,VALIDO,2026-04-15T14:16:41
V-0002283,PP-101,Bibliotecas barriales,Cultura,2,Santa Cruz,ladera_norte,movil,android,197,VALIDO,2026-04-15T09:38:45
V-0005095,PP-633,Aulas digitales,Educacion,13,San Javier,ladera_occidente,movil,android,496,VALIDO,2026-04-15T15:06:32
V-0004094,PP-101,Bibliotecas barriales,Cultura,13,San Javier,ladera_occidente,punto_fisico,terminal,1427,VALIDO,2026-04-15T11:01:40
V-0004360,PP-517,Cuidado adulto mayor,Inclusion Social,2,Santa Cruz,ladera_norte,web,desktop,3059,VALIDO,2026-04-15T09:17:22
V-0006401,PP-633,Aulas digitales,Educacion,1,Popular,ladera_norte,web,tablet,449,VALIDO,2026-04-15T10:43:28
V-0000387,PP-517,Cuidado adulto mayor,Inclusion Social,13,San Javier,ladera_occidente,punto_fisico,terminal,1392,VALIDO,2026-04-15T11:27:18
V-0001629,PP-205,Huertas urbanas,Medio Ambiente,4,Aranjuez,valle,web,tablet,127,VALIDO,2026-04-15T10:39:41
V-0003586,PP-318,Ciclorutas seguras,Movilidad,1,Popular,ladera_norte,movil,android,479,VALIDO,2026-04-15T15:14:06
V-0002715,PP-633,Aulas digitales,Educacion,4,Aranjuez,valle,movil,ios,125,VALIDO,2026-04-15T13:05:02
V-0006111,PP-101,Bibliotecas barriales,Cultura,16,Belen,sur,movil,android,895,VALIDO,2026-04-15T15:45:17
V-0005346,PP-205,Huertas urbanas,Medio Ambiente,5,Castilla,valle,movil,android,637,VALIDO,2026-04-15T12:53:53
V-0006585,PP-101,Bibliotecas barriales,Cultura,2,Santa Cruz,ladera_norte,punto_fisico,terminal,1205,VALIDO,2026-04-15T14:38:30
V-0003190,PP-422,Escuelas deportivas,INDER,10,La Candelaria,centro,web,desktop,202,VALIDO,2026-04-15T10:21:27
V-0000910,PP-517,Cuidado adulto mayor,Inclusion Social,15,Guayabal,sur,movil,android,477,VALIDO,2026-04-15T10:05:08
V-0005680,PP-318,Ciclorutas seguras,Movilidad,5,Castilla,valle,web,desktop,609,VALIDO,2026-04-15T15:01:13
V-0001867,PP-633,Aulas digitales,Educacion,16,Belen,sur,web,tablet,372,VALIDO,2026-04-15T12:42:17
V-0001843,PP-205,Huertas urbanas,Medio Ambiente,4,Aranjuez,valle,web,desktop,428,VALIDO,2026-04-15T13:26:46
V-0002498,PP-318,Ciclorutas seguras,Movilidad,11,Laureles-Estadio,centro_sur,movil,android,456,VALIDO,2026-04-15T12:47:51
V-0006157,PP-422,Escuelas deportivas,INDER,13,San Javier,ladera_occidente,kiosko,terminal,1648,VALIDO,2026-04-15T13:54:21
V-0004865,PP-633,Aulas digitales,Educacion,6,Doce de Octubre,ladera_noroccidente,movil,android,94,VALIDO,2026-04-15T13:57:43
V-0004751,PP-517,Cuidado adulto mayor,Inclusion Social,1,Popular,ladera_norte,movil,ios,686,VALIDO,2026-04-15T10:58:11
V-0004007,PP-101,Bibliotecas barriales,Cultura,16,Belen,sur,movil,android,404,VALIDO,2026-04-15T16:17:47
V-0002703,PP-318,Ciclorutas seguras,Movilidad,4,Aranjuez,valle,kiosko,terminal,1929,VALIDO,2026-04-15T16:09:16
V-0006184,PP-422,Escuelas deportivas,INDER,13,San Javier,ladera_occidente,kiosko,terminal,1526,VALIDO,2026-04-15T10:46:34
V-0000332,PP-101,Bibliotecas barriales,Cultura,14,El Poblado,sur,movil,android,510,VALIDO,2026-04-15T15:49:25
V-0004405,PP-101,Bibliotecas barriales,Cultura,2,Santa Cruz,ladera_norte,web,desktop,413,VALIDO,2026-04-15T16:38:53
V-0004428,PP-633,Aulas digitales,Educacion,14,El Poblado,sur,movil,android,466,VALIDO,2026-04-15T12:37:09
V-0002460,PP-633,Aulas digitales,Educacion,6,Doce de Octubre,ladera_noroccidente,movil,android,709,REVISION,2026-04-15T12:01:33
V-0001775,PP-422,Escuelas deportivas,INDER,8,Villa Hermosa,ladera_oriente,web,desktop,529,VALIDO,2026-04-15T13:38:16
V-0004672,PP-101,Bibliotecas barriales,Cultura,8,Villa Hermosa,ladera_oriente,movil,android,410,VALIDO,2026-04-15T14:51:35
V-0007139,PP-704,Mejoramiento de parques,Infraestructura,10,La Candelaria,centro,kiosko,terminal,1700,VALIDO,2026-04-15T15:54:17
V-0002687,PP-517,Cuidado adulto mayor,Inclusion Social,6,Doce de Octubre,ladera_noroccidente,movil,android,381,VALIDO,2026-04-15T10:22:51
V-0006347,PP-633,Aulas digitales,Educacion,14,El Poblado,sur,web,desktop,360,VALIDO,2026-04-15T16:26:01
V-0006107,PP-422,Escuelas deportivas,INDER,2,Santa Cruz,ladera_norte,movil,android,524,VALIDO,2026-04-15T16:45:15
V-0005236,PP-517,Cuidado adulto mayor,Inclusion Social,9,Buenos Aires,ladera_oriente,web,tablet,446,VALIDO,2026-04-15T13:10:18
V-0005524,PP-517,Cuidado adulto mayor,Inclusion Social,16,Belen,sur,web,desktop,480,VALIDO,2026-04-15T16:22:27
V-0005790,PP-422,Escuelas deportivas,INDER,9,Buenos Aires,ladera_oriente,movil,android,546,VALIDO,2026-04-15T13:30:15
V-0006860,PP-318,Ciclorutas seguras,Movilidad,14,El Poblado,sur,web,tablet,558,VALIDO,2026-04-15T16:35:39
V-0005355,PP-517,Cuidado adulto mayor,Inclusion Social,70,Altavista,rural,punto_fisico,terminal,1448,VALIDO,2026-04-15T10:01:12
V-0005656,PP-318,Ciclorutas seguras,Movilidad,16,Belen,sur,movil,ios,358,VALIDO,2026-04-15T12:42:54
V-0000174,PP-633,Aulas digitales,Educacion,1,Popular,ladera_norte,punto_fisico,terminal,1056,INVALIDO,2026-04-15T09:28:00
V-0003322,PP-318,Ciclorutas seguras,Movilidad,10,La Candelaria,centro,web,desktop,652,VALIDO,2026-04-15T09:32:04
V-0006814,PP-517,Cuidado adulto mayor,Inclusion Social,16,Belen,sur,web,desktop,109,VALIDO,2026-04-15T14:46:15
V-0003373,PP-101,Bibliotecas barriales,Cultura,13,San Javier,ladera_occidente,punto_fisico,terminal,1654,VALIDO,2026-04-15T15:08:13
V-0003312,PP-422,Escuelas deportivas,INDER,6,Doce de Octubre,ladera_noroccidente,web,desktop,567,VALIDO,2026-04-15T16:37:31
V-0005559,PP-422,Escuelas deportivas,INDER,7,Robledo,ladera_noroccidente,punto_fisico,terminal,1072,VALIDO,2026-04-15T11:33:44
V-0004664,PP-205,Huertas urbanas,Medio Ambiente,12,La America,centro_sur,web,tablet,511,VALIDO,2026-04-15T12:24:16
V-0005897,PP-318,Ciclorutas seguras,Movilidad,6,Doce de Octubre,ladera_noroccidente,web,desktop,266,VALIDO,2026-04-15T16:24:09
V-0003404,PP-704,Mejoramiento de parques,Infraestructura,80,San Antonio de Prado,rural,punto_fisico,terminal,3117,VALIDO,2026-04-15T09:21:32
V-0000019,PP-205,Huertas urbanas,Medio Ambiente,13,San Javier,ladera_occidente,movil,android,254,VALIDO,2026-04-15T10:29:57
V-0003692,PP-101,Bibliotecas barriales,Cultura,3,Manrique,ladera_norte,kiosko,terminal,1734,VALIDO,2026-04-15T16:19:12
V-0005675,PP-633,Aulas digitales,Educacion,4,Aranjuez,valle,kiosko,terminal,1919,VALIDO,2026-04-15T15:17:02
V-0004097,PP-205,Huertas urbanas,Medio Ambiente,12,La America,centro_sur,web,tablet,335,VALIDO,2026-04-15T09:24:18
V-0003629,PP-633,Aulas digitales,Educacion,7,Robledo,ladera_noroccidente,web,tablet,90,VALIDO,2026-04-15T13:13:09
V-0006064,PP-633,Aulas digitales,Educacion,8,Villa Hermosa,ladera_oriente,punto_fisico,terminal,1385,VALIDO,2026-04-15T11:28:23
V-0002175,PP-633,Aulas digitales,Educacion,13,San Javier,ladera_occidente,punto_fisico,terminal,1284,VALIDO,2026-04-15T10:13:03
V-0001357,PP-318,Ciclorutas seguras,Movilidad,2,Santa Cruz,ladera_norte,web,desktop,219,VALIDO,2026-04-15T16:22:20
V-0007143,PP-101,Bibliotecas barriales,Cultura,14,El Poblado,sur,web,desktop,365,VALIDO,2026-04-15T14:58:51
V-0003113,PP-101,Bibliotecas barriales,Cultura,5,Castilla,valle,web,desktop,362,REVISION,2026-04-15T12:57:39
V-0000183,PP-318,Ciclorutas seguras,Movilidad,10,La Candelaria,centro,punto_fisico,terminal,1344,VALIDO,2026-04-15T15:57:02
V-0005875,PP-704,Mejoramiento de parques,Infraestructura,13,San Javier,ladera_occidente,movil,android,395,VALIDO,2026-04-15T14:48:47
V-0006300,PP-517,Cuidado adulto mayor,Inclusion Social,13,San Javier,ladera_occidente,punto_fisico,terminal,1307,VALIDO,2026-04-15T13:39:46
V-0001813,PP-422,Escuelas deportivas,INDER,9,Buenos Aires,ladera_oriente,kiosko,terminal,1895,VALIDO,2026-04-15T13:42:17
V-0004845,PP-101,Bibliotecas barriales,Cultura,2,Santa Cruz,ladera_norte,movil,android,451,VALIDO,2026-04-15T11:16:37
V-0001801,PP-205,Huertas urbanas,Medio Ambiente,16,Belen,sur,punto_fisico,terminal,1431,VALIDO,2026-04-15T12:12:45
V-0002430,PP-101,Bibliotecas barriales,Cultura,4,Aranjuez,valle,movil,ios,669,VALIDO,2026-04-15T12:37:43
V-0004618,PP-422,Escuelas deportivas,INDER,11,Laureles-Estadio,centro_sur,web,desktop,425,VALIDO,2026-04-15T15:19:35
V-0006496,PP-633,Aulas digitales,Educacion,11,Laureles-Estadio,centro_sur,web,desktop,163,VALIDO,2026-04-15T12:00:43
V-0005228,PP-205,Huertas urbanas,Medio Ambiente,16,Belen,sur,movil,ios,178,VALIDO,2026-04-15T09:45:58
V-0004997,PP-633,Aulas digitales,Educacion,11,Laureles-Estadio,centro_sur,kiosko,terminal,1813,VALIDO,2026-04-15T12:54:51
V-0001160,PP-633,Aulas digitales,Educacion,8,Villa Hermosa,ladera_oriente,punto_fisico,terminal,1176,VALIDO,2026-04-15T14:18:19
V-0001214,PP-101,Bibliotecas barriales,Cultura,8,Villa Hermosa,ladera_oriente,punto_fisico,terminal,1226,VALIDO,2026-04-15T09:54:32
V-0001326,PP-704,Mejoramiento de parques,Infraestructura,9,Buenos Aires,ladera_oriente,movil,android,530,VALIDO,2026-04-15T11:28:58
V-0004619,PP-318,Ciclorutas seguras,Movilidad,9,Buenos Aires,ladera_oriente,movil,android,911,VALIDO,2026-04-15T12:08:33
V-0001456,PP-318,Ciclorutas seguras,Movilidad,4,Aranjuez,valle,punto_fisico,terminal,1603,VALIDO,2026-04-15T13:56:25
V-0004399,PP-101,Bibliotecas barriales,Cultura,4,Aranjuez,valle,web,desktop,311,VALIDO,2026-04-15T16:30:02
V-0007011,PP-101,Bibliotecas barriales,Cultura,2,Santa Cruz,ladera_norte,punto_fisico,terminal,1686,VALIDO,2026-04-15T15:49:31
V-0001645,PP-633,Aulas digitales,Educacion,11,Laureles-Estadio,centro_sur,punto_fisico,terminal,1435,VALIDO,2026-04-15T13:33:22
V-0002141,PP-318,Ciclorutas seguras,Movilidad,10,La Candelaria,centro,movil,ios,371,VALIDO,2026-04-15T11:33:42
V-0006074,PP-704,Mejoramiento de parques,Infraestructura,2,Santa Cruz,ladera_norte,web,desktop,685,VALIDO,2026-04-15T12:17:52
V-0000730,PP-318,Ciclorutas seguras,Movilidad,15,Guayabal,sur,punto_fisico,terminal,1129,VALIDO,2026-04-15T15:19:31
V-0001937,PP-422,Escuelas deportivas,INDER,11,Laureles-Estadio,centro_sur,punto_fisico,terminal,1577,VALIDO,2026-04-15T14:22:43
V-0003794,PP-633,Aulas digitales,Educacion,6,Doce de Octubre,ladera_noroccidente,kiosko,terminal,1717,INVALIDO,2026-04-15T15:06:29
V-0007019,PP-318,Ciclorutas seguras,Movilidad,9,Buenos Aires,ladera_oriente,movil,ios,420,VALIDO,2026-04-15T14:27:06
V-0006489,PP-101,Bibliotecas barriales,Cultura,2,Santa Cruz,ladera_norte,punto_fisico,terminal,1389,VALIDO,2026-04-15T11:52:40
V-0006502,PP-517,Cuidado adulto mayor,Inclusion Social,5,Castilla,valle,punto_fisico,terminal,1581,REVISION,2026-04-15T09:05:48
V-0001111,PP-517,Cuidado adulto mayor,Inclusion Social,7,Robledo,ladera_noroccidente,punto_fisico,terminal,1361,VALIDO,2026-04-15T11:30:59
V-0006110,PP-101,Bibliotecas barriales,Cultura,8,Villa Hermosa,ladera_oriente,movil,ios,350,VALIDO,2026-04-15T09:05:15
V-0002999,PP-101,Bibliotecas barriales,Cultura,8,Villa Hermosa,ladera_oriente,movil,android,579,VALIDO,2026-04-15T11:50:02
V-0002395,PP-517,Cuidado adulto mayor,Inclusion Social,10,La Candelaria,centro,web,tablet,463,VALIDO,2026-04-15T13:08:11
V-0001186,PP-633,Aulas digitales,Educacion,13,San Javier,ladera_occidente,web,desktop,163,VALIDO,2026-04-15T12:45:19
V-0002008,PP-422,Escuelas deportivas,INDER,6,Doce de Octubre,ladera_noroccidente,kiosko,terminal,1694,VALIDO,2026-04-15T14:00:37
V-0000194,PP-422,Escuelas deportivas,INDER,80,San Antonio de Prado,rural,movil,android,447,VALIDO,2026-04-15T10:23:36
V-0006012,PP-633,Aulas digitales,Educacion,10,La Candelaria,centro,movil,android,525,VALIDO,2026-04-15T13:33:28
V-0000579,PP-517,Cuidado adulto mayor,Inclusion Social,4,Aranjuez,valle,web,desktop,372,VALIDO,2026-04-15T15:18:56
V-0000772,PP-422,Escuelas deportivas,INDER,12,La America,centro_sur,movil,ios,649,VALIDO,2026-04-15T11:08:18
V-0002396,PP-704,Mejoramiento de parques,Infraestructura,16,Belen,sur,web,desktop,3110,VALIDO,2026-04-15T14:38:44
V-0007450,PP-101,Bibliotecas barriales,Cultura,11,Laureles-Estadio,centro_sur,kiosko,terminal,1833,VALIDO,2026-04-15T12:19:33
V-0001847,PP-101,Bibliotecas barriales,Cultura,11,Laureles-Estadio,centro_sur,movil,android,773,VALIDO,2026-04-15T09:55:47
V-0006293,PP-205,Huertas urbanas,Medio Ambiente,1,Popular,ladera_norte,movil,android,582,VALIDO,2026-04-15T11:00:23
V-0004275,PP-517,Cuidado adulto mayor,Inclusion Social,12,La America,centro_sur,web,desktop,466,VALIDO,2026-04-15T15:33:53
V-0003741,PP-633,Aulas digitales,Educacion,7,Robledo,ladera_noroccidente,web,desktop,90,VALIDO,2026-04-15T10:02:34
V-0004817,PP-101,Bibliotecas barriales,Cultura,13,San Javier,ladera_occidente,movil,android,580,VALIDO,2026-04-15T14:21:22
V-0005172,PP-101,Bibliotecas barriales,Cultura,15,Guayabal,sur,movil,android,438,VALIDO,2026-04-15T16:11:30
V-0002074,PP-517,Cuidado adulto mayor,Inclusion Social,12,La America,centro_sur,kiosko,terminal,1796,VALIDO,2026-04-15T12:21:02
V-0001897,PP-422,Escuelas deportivas,INDER,7,Robledo,ladera_noroccidente,web,tablet,116,VALIDO,2026-04-15T14:10:16
V-0006365,PP-318,Ciclorutas seguras,Movilidad,11,Laureles-Estadio,centro_sur,kiosko,terminal,1617,VALIDO,2026-04-15T12:03:43
V-0003660,PP-318,Ciclorutas seguras,Movilidad,16,Belen,sur,movil,android,465,VALIDO,2026-04-15T14:15:10
V-0002380,PP-633,Aulas digitales,Educacion,1,Popular,ladera_norte,web,tablet,430,VALIDO,2026-04-15T14:10:59
V-0001448,PP-704,Mejoramiento de parques,Infraestructura,14,El Poblado,sur,punto_fisico,terminal,1380,VALIDO,2026-04-15T11:50:26
V-0000343,PP-422,Escuelas deportivas,INDER,12,La America,centro_sur,movil,android,643,VALIDO,2026-04-15T10:55:28
V-0006635,PP-318,Ciclorutas seguras,Movilidad,3,Manrique,ladera_norte,kiosko,terminal,1559,VALIDO,2026-04-15T13:20:26
V-0002528,PP-205,Huertas urbanas,Medio Ambiente,16,Belen,sur,movil,ios,547,VALIDO,2026-04-15T12:57:36
V-0000728,PP-422,Escuelas deportivas,INDER,2,Santa Cruz,ladera_norte,web,desktop,140,VALIDO,2026-04-15T10:25:31
V-0000977,PP-422,Escuelas deportivas,INDER,5,Castilla,valle,web,desktop,315,VALIDO,2026-04-15T13:34:35
V-0005292,PP-205,Huertas urbanas,Medio Ambiente,14,El Poblado,sur,web,desktop,470,VALIDO,2026-04-15T09:14:17
V-0003517,PP-205,Huertas urbanas,Medio Ambiente,10,La Candelaria,centro,web,desktop,147,VALIDO,2026-04-15T15:50:12
V-0004906,PP-704,Mejoramiento de parques,Infraestructura,13,San Javier,ladera_occidente,web,desktop,539,VALIDO,2026-04-15T15:57:56
V-0007222,PP-205,Huertas urbanas,Medio Ambiente,4,Aranjuez,valle,kiosko,terminal,1336,VALIDO,2026-04-15T09:54:51
V-0003941,PP-422,Escuelas deportivas,INDER,4,Aranjuez,valle,punto_fisico,terminal,1389,VALIDO,2026-04-15T09:27:35
V-0001300,PP-205,Huertas urbanas,Medio Ambiente,4,Aranjuez,valle,movil,ios,472,VALIDO,2026-04-15T12:25:17
V-0006910,PP-318,Ciclorutas seguras,Movilidad,14,El Poblado,sur,web,tablet,259,VALIDO,2026-04-15T13:03:00
V-0000661,PP-318,Ciclorutas seguras,Movilidad,9,Buenos Aires,ladera_oriente,web,tablet,272,VALIDO,2026-04-15T13:23:37
V-0001493,PP-517,Cuidado adulto mayor,Inclusion Social,6,Doce de Octubre,ladera_noroccidente,movil,android,318,VALIDO,2026-04-15T12:50:41
V-0005808,PP-633,Aulas digitales,Educacion,8,Villa Hermosa,ladera_oriente,punto_fisico,terminal,1431,VALIDO,2026-04-15T15:18:14
V-0005495,PP-633,Aulas digitales,Educacion,12,La America,centro_sur,web,desktop,339,VALIDO,2026-04-15T11:50:25
V-0002316,PP-422,Escuelas deportivas,INDER,9,Buenos Aires,ladera_oriente,punto_fisico,terminal,1414,VALIDO,2026-04-15T16:20:54
V-0006986,PP-101,Bibliotecas barriales,Cultura,14,El Poblado,sur,movil,android,820,VALIDO,2026-04-15T09:45:41
V-0006929,PP-205,Huertas urbanas,Medio Ambiente,4,Aranjuez,valle,movil,android,509,VALIDO,2026-04-15T13:31:24
V-0001086,PP-205,Huertas urbanas,Medio Ambiente,15,Guayabal,sur,web,desktop,2486,VALIDO,2026-04-15T10:28:57
V-0007097,PP-422,Escuelas deportivas,INDER,14,El Poblado,sur,movil,android,743,VALIDO,2026-04-15T10:21:42
V-0003199,PP-101,Bibliotecas barriales,Cultura,4,Aranjuez,valle,kiosko,terminal,4292,VALIDO,2026-04-15T13:25:13
V-0005121,PP-422,Escuelas deportivas,INDER,3,Manrique,ladera_norte,movil,android,264,VALIDO,2026-04-15T11:11:17
V-0005094,PP-101,Bibliotecas barriales,Cultura,6,Doce de Octubre,ladera_noroccidente,movil,android,146,VALIDO,2026-04-15T16:52:58
V-0000068,PP-318,Ciclorutas seguras,Movilidad,8,Villa Hermosa,ladera_oriente,punto_fisico,terminal,1542,VALIDO,2026-04-15T10:17:31
V-0005977,PP-422,Escuelas deportivas,INDER,12,La America,centro_sur,web,desktop,571,VALIDO,2026-04-15T10:00:15
V-0002270,PP-517,Cuidado adulto mayor,Inclusion Social,13,San Javier,ladera_occidente,movil,ios,233,VALIDO,2026-04-15T12:15:03
V-0006070,PP-101,Bibliotecas barriales,Cultura,7,Robledo,ladera_noroccidente,kiosko,terminal,1725,VALIDO,2026-04-15T16:03:12
V-0004524,PP-704,Mejoramiento de parques,Infraestructura,5,Castilla,valle,web,desktop,125,VALIDO,2026-04-15T12:22:55
V-0005925,PP-704,Mejoramiento de parques,Infraestructura,6,Doce de Octubre,ladera_noroccidente,web,desktop,112,VALIDO,2026-04-15T15:24:31
V-0003448,PP-101,Bibliotecas barriales,Cultura,5,Castilla,valle,web,desktop,759,VALIDO,2026-04-15T10:28:24
V-0002368,PP-318,Ciclorutas seguras,Movilidad,8,Villa Hermosa,ladera_oriente,punto_fisico,terminal,1141,VALIDO,2026-04-15T12:00:10
V-0004462,PP-205,Huertas urbanas,Medio Ambiente,15,Guayabal,sur,movil,ios,381,VALIDO,2026-04-15T12:04:14
V-0005013,PP-422,Escuelas deportivas,INDER,15,Guayabal,sur,movil,android,102,VALIDO,2026-04-15T15:56:26
V-0002513,PP-101,Bibliotecas barriales,Cultura,8,Villa Hermosa,ladera_oriente,movil,android,437,VALIDO,2026-04-15T09:15:42
V-0002724,PP-318,Ciclorutas seguras,Movilidad,6,Doce de Octubre,ladera_noroccidente,web,desktop,521,VALIDO,2026-04-15T15:33:28
V-0007003,PP-704,Mejoramiento de parques,Infraestructura,15,Guayabal,sur,web,desktop,298,VALIDO,2026-04-15T10:46:00
V-0005557,PP-633,Aulas digitales,Educacion,13,San Javier,ladera_occidente,movil,android,282,VALIDO,2026-04-15T11:53:49
V-0001144,PP-205,Huertas urbanas,Medio Ambiente,1,Popular,ladera_norte,kiosko,terminal,1715,VALIDO,2026-04-15T09:46:00
V-0004458,PP-633,Aulas digitales,Educacion,50,San Sebastian de Palmitas,rural,kiosko,terminal,3843,VALIDO,2026-04-15T11:50:36
V-0006454,PP-318,Ciclorutas seguras,Movilidad,13,San Javier,ladera_occidente,movil,ios,405,VALIDO,2026-04-15T11:58:37
V-0007292,PP-633,Aulas digitales,Educacion,8,Villa Hermosa,ladera_oriente,movil,ios,100,VALIDO,2026-04-15T16:01:32
V-0003790,PP-205,Huertas urbanas,Medio Ambiente,14,El Poblado,sur,web,desktop,90,VALIDO,2026-04-15T10:32:59
V-0002221,PP-517,Cuidado adulto mayor,Inclusion Social,3,Manrique,ladera_norte,punto_fisico,terminal,1258,VALIDO,2026-04-15T10:38:33
V-0002332,PP-633,Aulas digitales,Educacion,1,Popular,ladera_norte,kiosko,terminal,1700,VALIDO,2026-04-15T12:11:17
V-0004575,PP-517,Cuidado adulto mayor,Inclusion Social,11,Laureles-Estadio,centro_sur,movil,android,279,REVISION,2026-04-15T13:58:15
V-0006659,PP-318,Ciclorutas seguras,Movilidad,6,Doce de Octubre,ladera_noroccidente,punto_fisico,terminal,1234,VALIDO,2026-04-15T13:15:46
